WKT;codvia;lf_add;lt_add;rf_add;rt_add;tipcalle;nomcalle;longitud;tipnomcall
"LINESTRING (729756.064 4372710.468,729766.751 4372787.468,729769.189 4372790.968,729774.689 4372798.968,729776.814 4372814.968)";61620;343;371;330;362;C;PROGRESO;107.85205;C. PROGRESO
"LINESTRING (725664.963 4372710.60599999968,725670.964 4372745.60599999968)";72270;7;11;10;16;C;TAPINERIA;35.51056;C. TAPINERIA
"LINESTRING (725774.442 4374648.5,725817.565 4374662.488)";53640;0;0;0;0;AV;DOCTOR PESET ALEIXANDRE;0.00000;AV. DOCTOR PESET ALEIXANDRE
"LINESTRING (725831.831 4374682.846,725836.16 4374681.53,725840.694 4374678.73699999973,725842.183 4374676.64099999983,725842.699 4374673.028)";81603;0;0;0;0;PL;"DON BOSCO ""SALESIANO""";0.00000;"PL. DON BOSCO ""SALESIANO"""
"LINESTRING (725439.526 4372717.10699999984,725415.124 4372711.092)";42660;1;1;2;4;C;LUCHENTE;27.77139;C. LUCHENTE
"LINESTRING (725550.151 4372717.10599999968,725551.276 4372716.10599999968,725558.089 4372711.10599999968)";24000;8;8;0;0;PL;DOCTOR COLLADO;9.95565;PL. DOCTOR COLLADO
"LINESTRING (725574.901 4372732.60599999968,725558.089 4372711.10599999968)";25500;7;9;6;10;C;DON GENEROSO HERNANDEZ;27.29304;C. DON GENEROSO HERNANDEZ
"LINESTRING (725428.339 4372736.60699999984,725446.214 4372719.10699999984,725460.089 4372711.10699999984)";47820;25;29;0;0;PL;MERCADO;41.03141;PL. MERCADO
"LINESTRING (725498.714 4372743.10599999968,725460.089 4372711.10699999984)";20820;1;1;2;6;C;CORDELLATS;50.15865;C. CORDELLATS
"LINESTRING (724857.964 4372711.609,724854.652 4372791.109,724854.152 4372803.109)";12060;23;35;20;32;C;BOTANICO;91.57939;C. BOTANICO
"LINESTRING (724909.839 4372715.609,724890.401 4372714.109,724857.964 4372711.609)";12030;15;19;14;20;C;BORRULL;52.02899;C. BORRULL
"LINESTRING (725695.963 4372712.60599999968,725680.713 4372715.60599999968)";48630;5;5;0;0;PL;MIRACLE DEL MOCADORET;15.54228;PL. MIRACLE DEL MOCADORET
"LINESTRING (725701.026 4372736.10599999968,725695.963 4372712.60599999968)";48630;4;4;0;0;PL;MIRACLE DEL MOCADORET;24.03911;PL. MIRACLE DEL MOCADORET
"LINESTRING (725842.699 4374673.028,725842.99 4374669.528,725842.115 4374666.029,725840.218 4374662.967,725836.861 4374659.467)";81603;0;0;0;0;PL;"DON BOSCO ""SALESIANO""";0.00000;"PL. DON BOSCO ""SALESIANO"""
"LINESTRING (729690.127 4372717.973,729693.94 4372717.472,729721.627 4372714.47,729725.565 4372713.97)";13860;5;7;6;8;C;DON VICENTE GUILLOT (TIO BOLA);35.66382;C. DON VICENTE GUILLOT (TIO BOLA)
"LINESTRING (729725.565 4372713.97,729733.19 4372760.47,729733.815 4372790.97,729734.315 4372815.471)";38820;305;331;308;332;C;JOSE BENLLIURE;102.13253;C. JOSE BENLLIURE
"LINESTRING (727279.657 4370320.48099999968,727371.665 4370166.14099999983)";81385;0;0;20;20;C;ESCRITOR RAFAEL FERRERES;0.00000;C. ESCRITOR RAFAEL FERRERES
"LINESTRING (729336.841 4372713.15,729343.064 4372762.89)";43080;0;0;18;28;C;LUIS PEIXO;32.29769;C. LUIS PEIXO
"LINESTRING (725136.214 4372714.608,725114.394 4372717.622)";58500;13;13;26;26;C;PINTOR DOMINGO;25.18192;C. PINTOR DOMINGO
"LINESTRING (725680.713 4372715.60599999968,725686.464 4372740.60599999968)";48630;12;13;0;0;PL;MIRACLE DEL MOCADORET;25.65273;PL. MIRACLE DEL MOCADORET
"LINESTRING (724909.839 4372715.609,724904.465 4372814.608)";74280;15;27;16;24;C;TURIA;99.14580;C. TURIA
"LINESTRING (724953.464 4372718.609,724909.839 4372715.609)";12030;9;13;6;12;C;BORRULL;43.72803;C. BORRULL
"LINESTRING (726070.9 4372716.604,726070.588 4372753.104,726087.589 4372799.104)";33960;9;19;10;18;C;GOBERNADOR VIEJO;85.54214;C. GOBERNADOR VIEJO
"LINESTRING (726070.9 4372716.604,726107.588 4372717.104,726109.275 4372717.104)";70440;1;9;2;10;C;SANTISIMO;38.37841;C. SANTISIMO
"LINESTRING (725587.589 4372720.60599999968,725584.526 4372717.10599999968)";27840;0;0;0;0;C;ERCILLA;4.65069;C. ERCILLA
"LINESTRING (725564.464 4372738.60599999968,725550.151 4372717.10599999968)";28950;9;13;6;8;C;ESTAMEÑERIA VIEJA;25.82823;C. ESTAMEÑERIA VIEJA
"LINESTRING (729655.94 4372721.97499999963,729690.127 4372717.973)";13860;1;3;2;4;C;DON VICENTE GUILLOT (TIO BOLA);34.42071;C. DON VICENTE GUILLOT (TIO BOLA)
"LINESTRING (729690.127 4372717.973,729693.565 4372790.973,729694.69 4372816.473)";28140;315;331;330;352;C;ESCALANTE;98.60569;C. ESCALANTE
"LINESTRING (729164.008 4372730.508,729201.773 4372717.195)";570;0;0;2;4;C;ACTOR MAURI;37.51854;C. ACTOR MAURI
"LINESTRING (725114.394 4372717.622,725078.026 4372723.108)";58500;21;27;0;0;C;PINTOR DOMINGO;33.62384;C. PINTOR DOMINGO
"LINESTRING (726148.65 4372718.604,726149.775 4372730.604,726162.65 4372729.604,726163.713 4372729.604)";60300;13;19;0;0;C;POETA LIERN;26.02890;C. POETA LIERN
"LINESTRING (724953.464 4372718.609,724948.777 4372825.608)";24570;15;25;18;34;C;DOCTOR MONSERRAT;107.10263;C. DOCTOR MONSERRAT
"LINESTRING (727279.657 4370320.48099999968,727291.356 4370326.904)";81385;0;0;0;0;C;ESCRITOR RAFAEL FERRERES;0.00000;C. ESCRITOR RAFAEL FERRERES
"LINESTRING (727773.962 4372719.097,727796.649 4372778.596)";24510;3;5;4;8;C;DOCTOR MODESTO COGOLLOS;63.67867;C. DOCTOR MODESTO COGOLLOS
"LINESTRING (725587.589 4372720.60599999968,725574.901 4372732.60599999968)";55380;0;0;2;2;C;"OLMO, EL";17.46347;"C. OLMO, EL"
"LINESTRING (725594.651 4372730.10599999968,725587.589 4372720.60599999968)";27840;1;3;2;2;C;ERCILLA;11.83761;C. ERCILLA
"LINESTRING (726756.65 4372721.60099999979,726774.65 4372773.60099999979)";25470;5;9;4;4;C;DON ARMANDO PALACIO VALDES;55.02727;C. DON ARMANDO PALACIO VALDES
"LINESTRING (729655.94 4372721.97499999963,729657.627 4372790.97599999979,729658.253 4372816.97599999979)";7170;49;71;48;64;C;ARZOBISPO COMPANY;95.02814;C. ARZOBISPO COMPANY
"LINESTRING (725534.059 4374590.35,725620.272 4374620.104)";53640;0;0;26;42;AV;DOCTOR PESET ALEIXANDRE;0.00000;AV. DOCTOR PESET ALEIXANDRE
"LINESTRING (725078.026 4372723.108,725085.839 4372750.108)";42000;11;13;0;0;C;LOPE DE RUEDA;28.10756;C. LOPE DE RUEDA
"LINESTRING (725620.272 4374620.104,725698.787 4374645.84499999974)";53640;0;0;20;24;AV;DOCTOR PESET ALEIXANDRE;0.00000;AV. DOCTOR PESET ALEIXANDRE
"LINESTRING (727560.213 4372763.097,727674.587 4372723.597)";18690;11;21;12;20;C;CIUDAD DE MULA;121.00368;C. CIUDAD DE MULA
"LINESTRING (727674.587 4372723.597,727716.247 4372839.25899999961)";14730;99;109;102;110;AV;CARDENAL BENLLOCH;123.03431;AV. CARDENAL BENLLOCH
"LINESTRING (729526.504 4372732.984,729579.816 4372724.48)";19830;27;31;28;32;C;CONDE DE ALACUAS;53.98586;C. CONDE DE ALACUAS
"LINESTRING (729579.816 4372724.48,729580.441 4372730.48)";52650;0;0;0;0;C;NICOLAU DE MONSORIU;6.03246;C. NICOLAU DE MONSORIU
"LINESTRING (729580.441 4372730.48,729609.816 4372725.478)";19830;33;33;0;0;C;CONDE DE ALACUAS;29.79749;C. CONDE DE ALACUAS
"LINESTRING (729609.816 4372725.478,729617.566 4372790.978,729620.753 4372817.478)";73650;41;63;44;70;C;TRAMOYERES;92.64791;C. TRAMOYERES
"LINESTRING (728673.505 4372743.48,728689.764 4372765.54,728694.577 4372791.04,728704.514 4372843.53899999987)";71760;0;0;2;2;CTRA;SORLI;118.92034;CTRA. SORLI
"LINESTRING (726462.607 4372981.974,726500.714 4372923.10099999979,726612.525 4372754.102,726675.213 4372659.602)";58710;0;0;0;0;PSO;ALAMEDA;252.70401;PSO. ALAMEDA
"LINESTRING (726163.713 4372729.604,726166.214 4372787.103)";60300;23;35;10;20;C;POETA LIERN;57.55432;C. POETA LIERN
"LINESTRING (725204.839 4372729.608,725193.901 4372732.108,725195.026 4372740.608)";19440;3;3;0;0;PL;COLL;19.79370;PL. COLL
"LINESTRING (725205.151 4372739.608,725204.839 4372729.608)";19440;1;1;0;0;PL;COLL;10.00488;PL. COLL
"LINESTRING (728840.793 4372824.46899999958,728874.346 4372813.39499999955,728921.442 4372791.55399999954,728976.543 4372769.712,729065.995 4372734.23599999957)";12720;23;23;0;0;CMNO;CABAÑAL;244.54140;CMNO. CABAÑAL
"LINESTRING (729065.995 4372734.23599999957,729075.009 4372760.014)";13740;0;0;0;0;C;CAMPILLO DE ALTOBUEY;31.66253;C. CAMPILLO DE ALTOBUEY
"LINESTRING (727874.587 4372751.59399999958,727890.399 4372746.593,727938.086 4372730.09)";81332;9;13;10;14;C;JOAN JOSEP SENENT ANAYA;67.04553;C. JOAN JOSEP SENENT ANAYA
"LINESTRING (727938.086 4372730.09,727946.836 4372751.58899999969)";81141;9;9;8;8;C;LLOSA DE RANES;23.21234;C. LLOSA DE RANES
"LINESTRING (725594.651 4372730.10599999968,725582.214 4372741.60599999968)";74250;1;1;2;2;C;TUNDIDORES;16.93934;C. TUNDIDORES
"LINESTRING (725594.651 4372730.10599999968,725600.901 4372799.60599999968)";27030;1;7;2;10;C;EN BOU;69.78046;C. EN BOU
"LINESTRING (729580.441 4372730.48,729584.816 4372769.98)";52650;39;49;44;54;C;NICOLAU DE MONSORIU;39.74155;C. NICOLAU DE MONSORIU
"LINESTRING (729075.009 4372760.014,729164.008 4372730.508)";570;0;0;0;0;C;ACTOR MAURI;93.76167;C. ACTOR MAURI
"LINESTRING (729164.008 4372730.508,729187.571 4372799.007)";5130;7;7;1;3;C;AMADIS DE GAULA;72.43923;C. AMADIS DE GAULA
"LINESTRING (725391.151 4372731.10699999984,725332.776 4372731.60699999984,725332.776 4372737.10699999984,725290.401 4372743.60699999984,725282.526 4372745.10699999984,725266.214 4372751.60699999984)";74520;11;21;8;26;C;VALERIOLA;132.32418;C. VALERIOLA
"LINESTRING (725391.151 4372731.10699999984,725390.401 4372732.60699999984,725380.339 4372758.60699999984,725376.776 4372766.60699999984)";12120;7;7;6;6;C;BOTELLAS;38.31369;C. BOTELLAS
"LINESTRING (725419.526 4372735.60699999984,725391.151 4372731.10699999984)";67200;1;3;2;2;C;SAMPEDOR;28.72961;C. SAMPEDOR
"LINESTRING (725016.17 4372728.8,725006.152 4372795.108)";35100;119;129;76;80;C;GUILLEM DE CASTRO;64.18832;C. GUILLEM DE CASTRO
"LINESTRING (725256.214 4372732.10699999984,725224.776 4372737.608,725205.151 4372739.608)";27480;1;5;2;4;C;EN SENDRA;51.64163;C. EN SENDRA
"LINESTRING (725256.214 4372732.10699999984,725266.214 4372751.60699999984)";70170;21;23;8;10;C;SANTA TERESA;21.91461;C. SANTA TERESA
"LINESTRING (725574.901 4372732.60599999968,725567.839 4372738.60599999968,725564.464 4372738.60599999968)";55380;5;5;0;0;C;"OLMO, EL";12.64209;"C. OLMO, EL"
"LINESTRING (725582.214 4372741.60599999968,725574.901 4372732.60599999968)";25500;1;1;0;0;C;DON GENEROSO HERNANDEZ;11.59623;C. DON GENEROSO HERNANDEZ
"LINESTRING (725599.525 4372648.60599999968,725586.963 4372661.10599999968)";23700;27;29;32;34;C;DERECHOS;17.72192;C. DERECHOS
"LINESTRING (725613.588 4372666.60599999968,725599.525 4372648.60599999968)";46590;13;15;10;14;C;MARTIN MENGOD;22.84193;C. MARTIN MENGOD
"LINESTRING (727378.899 4372669.598,727443.712 4372649.098)";14610;1;1;2;2;C;CARAVACA;67.97728;C. CARAVACA
"LINESTRING (727443.712 4372649.098,727486.633 4372772.746)";81210;5;7;14;24;C;BELGICA;145.53470;C. BELGICA
"LINESTRING (726144.463 4372649.104,726153.9 4372673.104)";12210;7;7;8;8;C;BRETON DE LOS HERREROS;25.78888;C. BRETON DE LOS HERREROS
"LINESTRING (725959.525 4372652.105,725962.213 4372652.105,725984.65 4372649.105)";45090;33;33;26;26;C;MAR;25.32467;C. MAR
"LINESTRING (728804.388 4372692.53199999966,728926.824 4372650.524)";70920;0;0;84;86;C;SERPIS;129.44088;C. SERPIS
"LINESTRING (725499.338 4372668.10699999984,725512.713 4372650.60699999984)";47820;32;34;0;0;PL;MERCADO;22.02591;PL. MERCADO
"LINESTRING (725553.275 4372678.10599999968,725548.9 4372675.10599999968,725512.713 4372650.60699999984)";27840;11;25;12;22;C;ERCILLA;49.00586;C. ERCILLA
"LINESTRING (724042.839 4372650.613,724002.001 4372728.706)";57300;137;139;126;130;AV;PEREZ GALDOS;97.94133;AV. PEREZ GALDOS
"LINESTRING (724269.965 4372786.11099999957,724059.776 4372661.613,724057.401 4372660.613,724047.714 4372654.613,724043.526 4372652.113,724042.839 4372650.613)";25320;27;51;32;56;C;DOCTOR ZAMENHOF;264.79199;C. DOCTOR ZAMENHOF
"LINESTRING (724191.714 4372668.11199999973,724042.839 4372650.613)";68160;15;15;16;26;AV;SAN JOSE DE LA MONTAÑA;149.90002;AV. SAN JOSE DE LA MONTAÑA
"LINESTRING (726244.338 4372651.604,726203.525 4372661.104)";72720;23;23;0;0;PL;TETUAN;41.90358;PL. TETUAN
"LINESTRING (726242.026 4372792.603,726245.338 4372752.103,726244.338 4372651.604)";72720;16;22;0;0;PL;TETUAN;141.14021;PL. TETUAN
"LINESTRING (725909.15 4372657.605,725915.838 4372657.105,725959.525 4372652.105)";45090;29;31;20;24;C;MAR;50.67886;C. MAR
"LINESTRING (725701.275 4372652.10599999968,725689.775 4372655.10599999968)";69720;3;3;0;0;PL;SANTA CATALINA;11.88486;PL. SANTA CATALINA
"LINESTRING (725649.275 4372654.60599999968,725640.338 4372653.10599999968)";71670;13;13;0;0;C;SOMBRERERIA;9.06250;C. SOMBRERERIA
"LINESTRING (729243.945 4372668.502,729287.132 4372653.49899999984)";12720;37;41;48;50;CMNO;CABAÑAL;45.71827;CMNO. CABAÑAL
"LINESTRING (725401.463 4372683.10699999984,725403.153 4372676.34399999958,725404.778 4372669.2,725407.053 4372659.45799999963)";81496;1;1;0;0;PL;CIUDAD DE BRUJAS;41.71012;PL. CIUDAD DE BRUJAS
"LINESTRING (725465.588 4372672.60699999984,725418.103 4372661.73099999968,725407.053 4372659.45799999963)";76080;1;1;2;2;C;VIEJA DE LA PAJA;87.11345;C. VIEJA DE LA PAJA
"LINESTRING (725646.543 4372673.53799999971,725649.275 4372654.60599999968)";42030;13;13;0;0;PL;LOPE DE VEGA;13.62959;PL. LOPE DE VEGA
"LINESTRING (725658.338 4372656.60599999968,725649.275 4372654.60599999968)";71670;11;11;8;8;C;SOMBRERERIA;9.28057;C. SOMBRERERIA
"LINESTRING (725689.775 4372655.10599999968,725690.463 4372660.10599999968,725719.463 4372655.10599999968)";69720;9;13;0;0;PL;SANTA CATALINA;34.47492;PL. SANTA CATALINA
"LINESTRING (725719.463 4372655.10599999968,725721.9 4372694.10599999968,725722.713 4372708.60599999968)";78000;6;9;0;0;PL;REINA;53.59884;PL. REINA
"LINESTRING (725682.998 4372654.91,725658.338 4372656.60599999968)";71670;1;9;2;6;C;SOMBRERERIA;31.47326;C. SOMBRERERIA
"LINESTRING (728792.654 4372661.196,728804.388 4372692.53199999966)";81343;6;6;0;0;PL;JOSE MARIA ORENSE;36.59539;PL. JOSE MARIA ORENSE
"LINESTRING (725860.15 4372664.105,725909.15 4372657.605)";45090;23;27;12;18;C;MAR;49.42924;C. MAR
"LINESTRING (725909.15 4372657.605,725916.713 4372662.605,725919.713 4372677.105,725923.275 4372694.605,725930.026 4372748.605)";67470;1;15;2;12;C;SAN CRISTOBAL;96.15221;C. SAN CRISTOBAL
"LINESTRING (725023.651 4372657.609,725016.17 4372728.8)";35100;109;117;66;74;C;GUILLEM DE CASTRO;65.85982;C. GUILLEM DE CASTRO
"LINESTRING (724770.714 4372657.61,724711.214 4372665.61)";41400;43;45;38;42;C;LEPANTO;60.03541;C. LEPANTO
"LINESTRING (724779.339 4372706.11,724770.714 4372657.61)";24720;7;13;10;16;C;DOCTOR PESET CERVERA;49.26094;C. DOCTOR PESET CERVERA
"LINESTRING (729329.907 4372668.341,729352.094 4372664.52099999972,729365.406 4372662.426,729373.418 4372661.07199999969,729390.693 4372657.99199999962)";19860;1;5;2;12;C;CONDE DE ALMENARA;64.19614;C. CONDE DE ALMENARA
"LINESTRING (729390.693 4372657.99199999962,729398.255 4372703.99199999962)";29850;17;27;24;36;C;FELIPE VIVES DE CAÑAMAS;46.61750;C. FELIPE VIVES DE CAÑAMAS
"LINESTRING (726855.9 4372688.10099999979,726890.4 4372676.60099999979,726945.212 4372658.1)";5100;11;11;10;10;C;AMADEO DE SABOYA;94.21652;C. AMADEO DE SABOYA
"LINESTRING (725620.838 4372658.60599999968,725613.588 4372666.60599999968)";42030;0;0;0;0;PL;LOPE DE VEGA;10.79641;PL. LOPE DE VEGA
"LINESTRING (726879.314 4370796.10099999979,726935.452 4370829.031)";59610;75;81;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726935.452 4370829.031,727019.038 4370875.56599999964)";59610;83;91;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726845.323 4370753.428,726851.68 4370751.13499999978,726858.259 4370749.557,726863.173 4370749.485,726867.244 4370749.963)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726878.5 4370754.031,726880.893 4370755.605,726885.63 4370759.813,726889.314 4370764.809,726890.63 4370770.59399999958,726890.367 4370777.43099999987,726888.262 4370783.216)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726888.262 4370783.216,726879.314 4370796.10099999979)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726949.677 4370818.406,726993.874 4370744.74199999962)";81247;1;3;0;0;PL;POETA BADENES;0.00000;PL. POETA BADENES
"LINESTRING (726933.359 4370809.20199999958,726976.504 4370734.74899999984)";81247;4;8;0;0;PL;POETA BADENES;0.00000;PL. POETA BADENES
"LINESTRING (726976.504 4370734.74899999984,726993.874 4370744.74199999962)";81247;0;0;0;0;PL;POETA BADENES;0.00000;PL. POETA BADENES
"LINESTRING (726419.568 4370505.73699999973,726517.376 4370561.699)";59610;0;0;20;20;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726565.506 4370610.631,726707.771 4370690.386)";59610;45;59;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726572.999 4370596.257,726565.506 4370610.631)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726565.506 4370610.631,726538.597 4370596.609)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726748.531 4370700.86699999962,726781.499 4370718.535)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726781.499 4370718.535,726775.026 4370730.159)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726713.466 4370680.50299999956,726707.771 4370690.386)";59610;0;0;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726707.771 4370690.386,726775.026 4370730.159)";59610;61;67;0;0;AV;PLATA;0.00000;AV. PLATA
"LINESTRING (726147.334 4370690.75299999956,726185.433 4370682.633)";25260;37;37;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726150.186 4370672.665,726248.39 4370646.529)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726185.433 4370682.633,726265.237 4370662.47599999979)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726248.39 4370646.529,726265.237 4370662.47599999979)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726282.75 4370658.046,726289.179 4370636.78199999966)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726265.237 4370662.47599999979,726282.75 4370658.046)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726157.512 4370579.613,726167.864 4370580.463,726248.39 4370646.529)";61920;0;0;0;0;C;PUIGCAMPANA;0.00000;C. PUIGCAMPANA
"LINESTRING (726289.179 4370636.78199999966,726304.12 4370632.80599999987)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726282.75 4370658.046,726440.832 4370618.99299999978)";25260;63;63;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726436.326 4370602.11099999957,726440.832 4370618.99299999978)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726440.832 4370618.99299999978,726527.928 4370598.24899999984)";25260;65;73;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (725943.823 4370724.67,725946.917 4370738.23599999957)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726044.444 4370714.177,726042.128 4370703.496)";25260;0;0;0;0;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (726042.128 4370703.496,726116.228 4370684.571)";25260;0;0;26;30;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (725943.823 4370724.67,726042.128 4370703.496)";25260;0;0;14;24;AV;DOCTOR WAKSMAN;0.00000;AV. DOCTOR WAKSMAN
"LINESTRING (725568.132 4370630.24199999962,725580.199 4370637.116)";57630;0;0;0;0;AV;PERIS Y VALERO;0.00000;AV. PERIS Y VALERO
"LINESTRING (725638.132 4370634.81,725699.059 4370531.488)";81669;3;15;2;16;PL;NICOLAS FERRER I JULVE (RECTOR);0.00000;PL. NICOLAS FERRER I JULVE (RECTOR)
"LINESTRING (725638.132 4370634.81,725694.141 4370666.426)";81669;0;0;0;0;PL;NICOLAS FERRER I JULVE (RECTOR);0.00000;PL. NICOLAS FERRER I JULVE (RECTOR)
"LINESTRING (725699.059 4370531.488,725677.455 4370519.36099999957)";81669;9;9;8;8;PL;NICOLAS FERRER I JULVE (RECTOR);0.00000;PL. NICOLAS FERRER I JULVE (RECTOR)
"LINESTRING (725411.214 4372759.60699999984,725428.339 4372736.60699999984)";47820;0;0;0;0;PL;MERCADO;28.67517;PL. MERCADO
"LINESTRING (725453.089 4372752.60699999984,725447.839 4372746.60699999984,725436.401 4372748.60699999984,725428.339 4372736.60699999984)";72360;7;7;0;0;C;TAULA DE CANVIS;34.04062;C. TAULA DE CANVIS
"LINESTRING (729399.503 4374169.849,729375.309 4374189.48599999957)";29520;0;0;0;0;CMNO;FARINOS;0.00000;CMNO. FARINOS
"LINESTRING (729366.063 4374149.68099999987,729330.004 4373945.461)";75150;0;0;0;0;CMNO;VERA;0.00000;CMNO. VERA
"LINESTRING (729330.004 4373945.461,729374.884 4373937.52099999972,729424.531 4373926.803)";75150;0;0;0;0;CMNO;VERA;0.00000;CMNO. VERA
"LINESTRING (724002.001 4372728.706,723908.631 4372899.149)";81685;0;0;0;0;LUG;PUENTE DE CAMPANAR;182.00429;LUG. PUENTE DE CAMPANAR
"LINESTRING (729424.531 4373926.803,729420.957 4373908.945)";75150;0;0;0;0;CMNO;VERA;0.00000;CMNO. VERA
"LINESTRING (729330.004 4373945.461,729324.443 4373921.65,729320.868 4373908.951,729316.632 4373894.013)";75150;0;0;0;0;CMNO;VERA;0.00000;CMNO. VERA
"LINESTRING (725564.464 4372738.60599999968,725538.276 4372742.10599999968)";18060;1;3;2;8;C;CENIA;26.42035;C. CENIA
"LINESTRING (725568.714 4372754.10599999968,725564.464 4372738.60599999968)";28950;0;0;4;4;C;ESTAMEÑERIA VIEJA;16.07210;C. ESTAMEÑERIA VIEJA
"LINESTRING (725205.151 4372739.608,725195.026 4372740.608)";27480;0;0;6;6;C;EN SENDRA;10.17426;C. EN SENDRA
"LINESTRING (727946.836 4372751.58899999969,727978.711 4372740.587)";900;0;0;98;98;AV;BLASCO IBAÑEZ;33.71966;AV. BLASCO IBAÑEZ
"LINESTRING (725670.964 4372745.60599999968,725684.589 4372741.10599999968,725686.464 4372740.60599999968)";48630;1;1;15;15;PL;MIRACLE DEL MOCADORET;16.28941;PL. MIRACLE DEL MOCADORET
"LINESTRING (725195.026 4372740.608,725171.026 4372742.608)";27480;7;9;8;10;C;EN SENDRA;24.08319;C. EN SENDRA
"LINESTRING (725582.214 4372741.60599999968,725576.151 4372747.10599999968)";74250;3;3;0;0;C;TUNDIDORES;8.18559;C. TUNDIDORES
"LINESTRING (725538.276 4372742.10599999968,725514.839 4372745.10599999968,725513.714 4372745.10599999968)";18060;5;9;10;10;C;CENIA;24.75372;C. CENIA
"LINESTRING (725538.276 4372742.10599999968,725540.339 4372773.60599999968,725566.123 4372772.23)";5700;1;3;2;2;C;ANGOSTA DE LA COMPAÑIA;41.14301;C. ANGOSTA DE LA COMPAÑIA
"LINESTRING (729406.255 4372752.49199999962,729469.068 4372742.488)";19830;9;19;10;16;C;CONDE DE ALACUAS;63.60354;C. CONDE DE ALACUAS
